"524632436097835008","n","Check out our slideshow of some of Oscar de la Renta's work over the years: http://t.co/hLyT6teTN1 http://t.co/iJfi2lx7yL","http://t.co/hLyT6teTN1"
"524629087911153664","n","Woman arrested Monday after authorities said she set fire to her grandmother’s house while burning love letters http://t.co/rczHMMwMDu","http://t.co/rczHMMwMDu"
"524624217099100160","y","Watch as we look at 3 things to be excited about as #TexasTech prepares for TCU. http://t.co/DTsrhkrZHZ http://t.co/lLKpeR7ZMD","http://t.co/DTsrhkrZHZ"
"524617759519289344","y","ESPN Big 12 blog: Roundtable ... do Tech or Texas have best bowl shot? (Raider Buzz blog) ... http://t.co/Kpvi8FPwZ1","http://t.co/Kpvi8FPwZ1"
"524616378087522304","n","US: American released from North Korea after being charged with leaving Bible in nightclub ... http://t.co/3xGfwH0cUy","http://t.co/3xGfwH0cUy"
"524551868114939904","y","SLIDESHOW | How did Texas Tech's 2015 commits perform last week? http://t.co/bt7smYgIMn","http://t.co/bt7smYgIMn"
"524405159305019392","y","Injuries to Jakeem Grant, Bradley Marquez limit Tech's depth at inside receiver: http://t.co/k5sKVzQPCZ http://t.co/i6SYdXRKpv","http://t.co/k5sKVzQPCZ"
"524398298606481408","n","Fashion designer Oscar de la Renta dies at 82: http://t.co/YucBOgbcba http://t.co/LEK9AAE4Pq","http://t.co/YucBOgbcba"
"524384135805411329","n","Davis challenges Abbott on sex toy stance, interracial marriage answer  http://t.co/xvJ7h04fUk","http://t.co/xvJ7h04fUk"
"524368906085859329","n","""They did the right thing to save us"" Blanca Factor on the Saturday pit bull attack that ended with the dogs' deaths. http://t.co/t24e0OITCe","http://t.co/t24e0OITCe"
"524362476629270528","y","Investigation continues in 'krunkness party' that injured @TexasTech's Jakeem Grant http://t.co/mp9xExXZQF","http://t.co/mp9xExXZQF"
"524305943710818305","n","Library board gets a glimpse at Godeke progress http://t.co/xnwTNRjKdo","http://t.co/xnwTNRjKdo"
"524304798800027649","n","The @TxDPS is offering free ID certificates for the November 4 election http://t.co/fbGXhl2IVF","http://t.co/fbGXhl2IVF"
"524300001392861184","n","Police release 911 audio on pit bull attack near North Lubbock mobile home park: http://t.co/CLDSpbt6O8","http://t.co/CLDSpbt6O8"
"524286844402290689","n","#BREAKING: Suspect in Va. abduction charged in DC-area rape: http://t.co/imHDeDX7QC http://t.co/Bs3KQGmMCP","http://t.co/imHDeDX7QC"
"524278464057077760","y","Watch as #TexasTech discusses stopping TCU quarterback Trevone Boykin. http://t.co/6BC61gtDr9 http://t.co/MMvgNIqDu6","http://t.co/6BC61gtDr9"
"524261815753379840","n","Lubbock police seek bandana-wearing, pistol-packing convenience store robber http://t.co/tYsiRQiY3S","http://t.co/tYsiRQiY3S"
"524240772938207232","y","Texas Tech coach Kliff Kingsbury ""hopeful"" WR Jakeem Grant will be available Saturday: http://t.co/WgkyHjHoCt http://t.co/CN8GcdRykZ","http://t.co/WgkyHjHoCt"
"524237397878272000","n","New slideshows up on http://t.co/UbT6hUG1Ew ... inside Nightmare in 19th Street, pumpkin decorating ideas, six from Tech game and more ...","http://t.co/UbT6hUG1Ew"
"524226884339367936","y","Texas at Tech Nov. 1 will kick off at 11 a.m. or 6:30 p.m. Game time will be announced this weekend",""
"524213635590017024","y","Very cool video from NewsOk's @jacobunruh on Hawk tackling drill now being used by #TexasTech. http://t.co/YKeEjFmyZD","http://t.co/YKeEjFmyZD"
"523989575627055104","y","UPDATE: More than 20 shots fired during an incident that injured Texas Tech WR Jakeem Grant  http://t.co/kVnUyzVRhs http://t.co/e7PNLAyjH8","http://t.co/kVnUyzVRhs"
"523980936984018944","y","Texas Tech WR Jakeem Grant involved in incident that sent him to the hospital: http://t.co/gcuv9XmwVA","http://t.co/gcuv9XmwVA"
"523964942647435265","n","Authorities assess riot damage following West Virginia win over No. 4 Baylor: http://t.co/snrbDfRp9G http://t.co/j4FNGgOrxd","http://t.co/snrbDfRp9G"
"523953464548679682","y","Nicholas Talbot's take on how much Tech needed this win over Kansas: http://t.co/RdiFr2t6Ss http://t.co/appsTJAo2J","http://t.co/RdiFr2t6Ss"
"523952672911536131","y","Don Williams' take on how DeAndre Washington is making Texas Tech a running team: http://t.co/GMjOblZ3pW http://t.co/jYxhWN1Nec","http://t.co/GMjOblZ3pW"
"523861479401869312","n","Morgantown authorities assess damage from riots following West Virginia's 41-27 win over @BaylorAthletics http://t.co/4LsBgiwzk7","http://t.co/4LsBgiwzk7"
"523855018907021315","y","Tech men's basketball team picks up a commitment from 6-foot-6 point guard C.J. Williamson on his official visit: http://t.co/LCc5CMlqlE","http://t.co/LCc5CMlqlE"
"523836238990557185","n","Last day to visit @LubbockParks Pumpkin Trail. Great place to get decorating ideas &amp; it’s free http://t.co/rQ5131O4Jq http://t.co/p2w0EYG9yw","http://t.co/rQ5131O4Jq"
"523704488700297217","n","How does your school rate in signing up for free score text alerts? ... http://t.co/jut6Ng2S10","http://t.co/jut6Ng2S10"
"523646256493518848","y","Here is a video recap of #TexasTech's 34-21 win over Kansas on Saturday. http://t.co/9aiGBR4qPb http://t.co/usXP4p83ln","http://t.co/9aiGBR4qPb"
"523642639371882497","n","RT @sarahrafique: UPDATE: Neighbors say woman attacked by dogs earlier today released from hospital. Lubbock police shot, killed dogs http:…","http://t.co/T5Es3axwIm"
"523642231140671488","n","UPDATE: Neighbors say woman attacked by dogs earlier today released from hospital. Lubbock police shot, killed dogs http://t.co/QB3JfN5PhS","http://t.co/QB3JfN5PhS"
"523630285225594880","y","Here is a slideshow of photos from #TexasTech's win over Kansas on Saturday in Lubbock. http://t.co/clhHdnIKe6 http://t.co/2SzbZ5f1xq","http://t.co/clhHdnIKe6"
"523623716337369088","y","Twitter reaction to Texas Tech's win over Kansas 34-21 http://t.co/Xf2BXxd68c","http://t.co/Xf2BXxd68c"
"523607426470146048","y","Tech holds off late Kansas rally for home win, 34-21: http://t.co/lsptLBA8HG http://t.co/nDKw6N6mHF","http://t.co/lsptLBA8HG"
"523579295558430720","n","What new businesses does Lubbock have in store? http://t.co/YXIzBAngWj","http://t.co/YXIzBAngWj"
"523533194818101249","n","Lubbock police shoot dogs after attack on woman http://t.co/zdl5j4sTta","http://t.co/zdl5j4sTta"
"523467113717968897","y","ESPN Big 12 blog: Which true freshmen Red Raiders on power rankings? (Raider Buzz blog) ... http://t.co/JgrjB6rYBo","http://t.co/JgrjB6rYBo"
"523462312695304192","n","Supreme Court says Texas Voter ID law can be used in election starting Monday ... http://t.co/RRtNNFrewr","http://t.co/RRtNNFrewr"
"523449358721622016","y","ICYMI: Watch Zach Smith's first dunk at Showtime (Krista Pirtle's Blog) ... http://t.co/lVd1N97H8u","http://t.co/lVd1N97H8u"
"523448245096153088","y","ICYMI: Watch Robert Turner's dunk that won Slam Dunk competition (Krista Pirtle's Blog) ... http://t.co/sJDNPiUJff","http://t.co/sJDNPiUJff"
"523447477815369728","y","ICYMI ... Watch video of Tubby Smith taking spill at Showtime (Krista Pirtle's Blog) ... http://t.co/8ZKZupkyZq","http://t.co/8ZKZupkyZq"
"523444269273452544","n","A-J editorial board decides to not endorse in county judge race ... http://t.co/hh5dY5PiRS","http://t.co/hh5dY5PiRS"
"526093035797364736","y","Follow the action on Cover It Live on http://t.co/1XjM28rWxa to see our team's insights and share your own thoughts ...","http://t.co/1XjM28rWxa"
