525420544028860416,n,rt ayoungreport vote smoke ban ordin postpon indefinit 4-3 vote robertson gibson griffith against,,"RT @AYoungReporter: Vote on smoking ban ordinance postponed indefinitely. A 4-3 vote with Robertson, Gibson and Griffith against."
525411825102639104,n,rt ayoungreport you'd think big crowd we'd talk about someth controversi mayor robertson said start lubbo,,"RT @AYoungReporter: ""You'd think with this big a crowd we'd be talking about something controversial,"" Mayor Robertson said, starting Lubbo…"
525396957427027968,n,watch blakeursch aj i offer tip halloween candi amp attain,http://t.co/0Sob0wkdWd,Watch as @BlakeUrsch_AJ and I offer tips on Halloween Candy &amp; attaining it. http://t.co/0Sob0wkdWd http://t.co/bkVGAoYKo3
525390182933991424,y,watch aj pregam show we preview texastech vs tcu,http://t.co/tOyvAt9lwN,Watch the AJ Pregame Show as we preview #TexasTech vs TCU. http://t.co/tOyvAt9lwN http://t.co/8hDW41lPgI
525350973775306754,n,win ticket lso royal firework show civic center theater fri sat,http://t.co/06xEVsR1Kk,Win tickets to LSO's Royal Fireworks show at the Civic Center Theater Fri. or Sat. http://t.co/06xEVsR1Kk http://t.co/C0v19g87bx
525297005661536256,n,rt ayoungreport state shelter lift lubbock christian after suspect crash vehicl util pole near campus,http://t.co/D5I4wqmUeN,RT @AYoungReporter: State of 'shelter' lifted at Lubbock Christian after suspects crash vehicle into utility pole near campus http://t.co/D…
525290755787874304,n,lubbock christian univers shelter lift door unlock after polic chase near campus,http://t.co/AahYN5qMz7,"Lubbock Christian University 'shelter' lifted, doors unlocked after police chase near campus http://t.co/AahYN5qMz7"
525085492690186240,n,win ticket lso royal firework show civic center theater fri sat,http://t.co/0ElkNj8pF8,Win tickets to LSO's Royal Fireworks show at the Civic Center Theater Fri. or Sat. http://t.co/0ElkNj8pF8 http://t.co/q1RKAo68SX
525035167216574465,n,lubbock sheriff offic releas 911 call from parti left jakeem grant injur,http://t.co/OKKF8L2ujo,Lubbock sheriff's office releases 911 calls from party that left Jakeem Grant injured http://t.co/OKKF8L2ujo
525034996835581952,n,rt ayoungreport lubbock sheriff offic releas 911 audio from parti injur jakeem grant report nicholasrtalbot nbrambila h,http://t.co/rK11lgpus3,"RT @AYoungReporter: Lubbock sheriff's office releases 911 audio from party injuring Jakeem Grant reported by @NicholasRTalbot, @nbrambila h…"
525033217191976960,n,win ticket lso royal firework show civic center theater fri sat,http://t.co/0ElkNj8pF8,Win tickets to LSO's Royal Fireworks show at the Civic Center Theater Fri. or Sat. http://t.co/0ElkNj8pF8 http://t.co/AKdCT9jRwq
525003513265283072,y,time know your enemi we look tcu horn frog,http://t.co/QHQaGYp23O,It is time to Know Your Enemy as we look at the TCU Horned Frogs. http://t.co/QHQaGYp23O http://t.co/npVNes8Zmj
524968340453064705,n,expert autopsi show close rang wound brown ferguson polic shoot,http://t.co/JCxkUqJLaK,Experts: Autopsy shows close-range wound for Brown in Ferguson police shooting http://t.co/JCxkUqJLaK
524940651281256448,n,white river water board deni fbi investig,http://t.co/lqMk49JlqF,White River water board denies FBI investigation http://t.co/lqMk49JlqF
524923772034224130,n,want tri 247 buy one month get two month free onli until 5 pm detail https t.co zvghy1elnq,https://t.co/ZvGhY1ElNq,"Want to try 247? Buy one month, get two months FREE but only until 5 p.m. DETAILS: https://t.co/ZvGhY1ElNq"
524798779665289216,n,flu ebola check out our inform slideshow,http://t.co/CSD2123XAW,Flu or Ebola? Check out our informative slideshow ... http://t.co/CSD2123XAW
524751160448532480,n,juri select begin dixon murder hire trial,http://t.co/PTWJS7nj2E,Jury selection begins for Dixon murder-for-hire trial: http://t.co/PTWJS7nj2E http://t.co/Q4jQDfHe50
524727307093544961,n,billi limbaugh indict robberi kidnap charg,http://t.co/LbL05hmPHE,"Billy Limbaugh indicted on robbery, kidnapping charges: http://t.co/LbL05hmPHE http://t.co/OsDiwYMm7p"
524700636231655424,n,toy r us pull controversi break bad doll,http://t.co/Y1pPxyL2Xw,Toys R Us pulls controversial 'Breaking Bad' dolls: http://t.co/Y1pPxyL2Xw
524688957242486784,y,247 close friend tubbi smith lead cj williamson awdi5 commit tech,http://t.co/5opYN0sRVg,"247 | Close friends, Tubby Smith lead CJ Williamson (@AWDI5) to commit to Tech: http://t.co/5opYN0sRVg"
524648753719181312,y,texa tech 10/10 tcu 2 30 pm fox one just three big 12 match up saturday,http://t.co/3Va48uJGC2,Texas Tech at No. 10/10 TCU (2:30 p.m. on FOX) is one of just three Big 12 match-ups on Saturday http://t.co/3Va48uJGC2
524648095230205952,n,rt ayoungreport report hispan man tie roof minivan lubbock scannertraff yolo,,"RT @AYoungReporter: Report of a ""Hispanic man tied to the roof of a minivan"" in Lubbock #ScannerTraffic #YOLO"
524643301237207040,n,lp&amp l citi squar off offici get access new generat bid,http://t.co/hb2JqeczHt,LP&amp;L and city square off on officials getting access to new generation bids http://t.co/hb2JqeczHt
524639796434460673,n,cvs slap extra payment patient who fill prescript store sell tobacco,http://t.co/MOuwwvQDs6,CVS will slap an extra payment on patients who fill prescriptions at stores that sell tobacco: http://t.co/MOuwwvQDs6 http://t.co/9YpkzHCuH5
524635964136644608,y,texa tech lb pete robertson lead big 12 tie 7 nation 1.14 sack per game,http://t.co/cdbXlCwo5p,Texas Tech LB Pete Robertson leads the Big 12 and is tied for No. 7 in the nation with 1.14 sacks per game http://t.co/cdbXlCwo5p
524632467248910336,y,want texa tech recruit news great wreckem247 deal end soon buy one month get two month free https t.co xkqqy6aqgx,https://t.co/XKQQY6aQgX,"Want Texas Tech recruiting news? Great Wreckem247 deal ending soon. Buy one month, get two months free: https://t.co/XKQQY6aQgX"
524632436097835008,n,check out our slideshow some oscar de la renta work over year,http://t.co/hLyT6teTN1,Check out our slideshow of some of Oscar de la Renta's work over the years: http://t.co/hLyT6teTN1 http://t.co/iJfi2lx7yL
524629087911153664,n,woman arrest monday after author said she set fire her grandmoth s hous while burn love letter,http://t.co/rczHMMwMDu,Woman arrested Monday after authorities said she set fire to her grandmother’s house while burning love letters http://t.co/rczHMMwMDu
524624217099100160,y,watch we look 3 thing excit about texastech prepar tcu,http://t.co/DTsrhkrZHZ,Watch as we look at 3 things to be excited about as #TexasTech prepares for TCU. http://t.co/DTsrhkrZHZ http://t.co/lLKpeR7ZMD
524617759519289344,y,espn big 12 blog roundtabl do tech texa have best bowl shot raider buzz blog,http://t.co/Kpvi8FPwZ1,ESPN Big 12 blog: Roundtable ... do Tech or Texas have best bowl shot? (Raider Buzz blog) ... http://t.co/Kpvi8FPwZ1
524616378087522304,n,us american releas from north korea after be charg leav bibl nightclub,http://t.co/3xGfwH0cUy,US: American released from North Korea after being charged with leaving Bible in nightclub ... http://t.co/3xGfwH0cUy
524551868114939904,y,slideshow how did texa tech 2015 commit perform last week,http://t.co/bt7smYgIMn,SLIDESHOW | How did Texas Tech's 2015 commits perform last week? http://t.co/bt7smYgIMn
524405159305019392,y,injuri jakeem grant bradley marquez limit tech depth insid receiv,http://t.co/k5sKVzQPCZ,"Injuries to Jakeem Grant, Bradley Marquez limit Tech's depth at inside receiver: http://t.co/k5sKVzQPCZ http://t.co/i6SYdXRKpv"
524398298606481408,n,fashion design oscar de la renta die 82,http://t.co/YucBOgbcba,Fashion designer Oscar de la Renta dies at 82: http://t.co/YucBOgbcba http://t.co/LEK9AAE4Pq
524384135805411329,n,davi challeng abbott sex toy stanc interraci marriag answer,http://t.co/xvJ7h04fUk,"Davis challenges Abbott on sex toy stance, interracial marriage answer  http://t.co/xvJ7h04fUk"
524368906085859329,n,did right thing save us blanca factor saturday pit bull attack end dog death,http://t.co/t24e0OITCe,"""They did the right thing to save us"" Blanca Factor on the Saturday pit bull attack that ended with the dogs' deaths. http://t.co/t24e0OITCe"
524362476629270528,y,investig continu krunk parti injur texastech jakeem grant,http://t.co/mp9xExXZQF,Investigation continues in 'krunkness party' that injured @TexasTech's Jakeem Grant http://t.co/mp9xExXZQF
524305943710818305,n,librari board get glimps godek progress,http://t.co/xnwTNRjKdo,Library board gets a glimpse at Godeke progress http://t.co/xnwTNRjKdo
524304798800027649,n,txdps offer free id certif novemb 4 elect,http://t.co/fbGXhl2IVF,The @TxDPS is offering free ID certificates for the November 4 election http://t.co/fbGXhl2IVF
524300001392861184,n,polic releas 911 audio pit bull attack near north lubbock mobil home park,http://t.co/CLDSpbt6O8,Police release 911 audio on pit bull attack near North Lubbock mobile home park: http://t.co/CLDSpbt6O8
524286844402290689,n,break suspect va abduct charg dc area rape,http://t.co/imHDeDX7QC,#BREAKING: Suspect in Va. abduction charged in DC-area rape: http://t.co/imHDeDX7QC http://t.co/Bs3KQGmMCP
524278464057077760,y,watch texastech discuss stop tcu quarterback trevon boykin,http://t.co/6BC61gtDr9,Watch as #TexasTech discusses stopping TCU quarterback Trevone Boykin. http://t.co/6BC61gtDr9 http://t.co/MMvgNIqDu6
524261815753379840,n,lubbock polic seek bandana wear pistol pack conveni store robber,http://t.co/tYsiRQiY3S,"Lubbock police seek bandana-wearing, pistol-packing convenience store robber http://t.co/tYsiRQiY3S"
524240772938207232,y,texa tech coach kliff kingsburi hope wr jakeem grant avail saturday,http://t.co/WgkyHjHoCt,"Texas Tech coach Kliff Kingsbury ""hopeful"" WR Jakeem Grant will be available Saturday: http://t.co/WgkyHjHoCt http://t.co/CN8GcdRykZ"
524237397878272000,n,new slideshow up insid nightmar 19th street pumpkin decor idea six from tech game more,http://t.co/UbT6hUG1Ew,"New slideshows up on http://t.co/UbT6hUG1Ew ... inside Nightmare in 19th Street, pumpkin decorating ideas, six from Tech game and more ..."
524226884339367936,y,texa tech nov 1 kick off 11 am 6 30 pm game time announc weekend,,Texas at Tech Nov. 1 will kick off at 11 a.m. or 6:30 p.m. Game time will be announced this weekend
524213635590017024,y,veri cool video from newsok jacobunruh hawk tackl drill now be use texastech,http://t.co/YKeEjFmyZD,Very cool video from NewsOk's @jacobunruh on Hawk tackling drill now being used by #TexasTech. http://t.co/YKeEjFmyZD
523989575627055104,y,updat more than 20 shot fire dure incid injur texa tech wr jakeem grant,http://t.co/kVnUyzVRhs,UPDATE: More than 20 shots fired during an incident that injured Texas Tech WR Jakeem Grant  http://t.co/kVnUyzVRhs http://t.co/e7PNLAyjH8
523980936984018944,y,texa tech wr jakeem grant involv incid sent him hospit,http://t.co/gcuv9XmwVA,Texas Tech WR Jakeem Grant involved in incident that sent him to the hospital: http://t.co/gcuv9XmwVA
523964942647435265,n,author assess riot damag follow west virginia win over 4 baylor,http://t.co/snrbDfRp9G,Authorities assess riot damage following West Virginia win over No. 4 Baylor: http://t.co/snrbDfRp9G http://t.co/j4FNGgOrxd
523953464548679682,y,nichola talbot take how much tech need win over kansa,http://t.co/RdiFr2t6Ss,Nicholas Talbot's take on how much Tech needed this win over Kansas: http://t.co/RdiFr2t6Ss http://t.co/appsTJAo2J
523952672911536131,y,don william take how deandr washington make texa tech run team,http://t.co/GMjOblZ3pW,Don Williams' take on how DeAndre Washington is making Texas Tech a running team: http://t.co/GMjOblZ3pW http://t.co/jYxhWN1Nec
523861479401869312,n,morgantown author assess damag from riot follow west virginia 41-27 win over baylorathlet,http://t.co/4LsBgiwzk7,Morgantown authorities assess damage from riots following West Virginia's 41-27 win over @BaylorAthletics http://t.co/4LsBgiwzk7
523855018907021315,y,tech men basketbal team pick up commit from 6-foot-6 point guard cj williamson his offici visit,http://t.co/LCc5CMlqlE,Tech men's basketball team picks up a commitment from 6-foot-6 point guard C.J. Williamson on his official visit: http://t.co/LCc5CMlqlE
523836238990557185,n,last day visit lubbockpark pumpkin trail great place get decor idea amp s free,http://t.co/rQ5131O4Jq,Last day to visit @LubbockParks Pumpkin Trail. Great place to get decorating ideas &amp; it’s free http://t.co/rQ5131O4Jq http://t.co/p2w0EYG9yw
523704488700297217,n,how doe your school rate sign up free score text alert,http://t.co/jut6Ng2S10,How does your school rate in signing up for free score text alerts? ... http://t.co/jut6Ng2S10
523646256493518848,y,here video recap texastech 34-21 win over kansa saturday,http://t.co/9aiGBR4qPb,Here is a video recap of #TexasTech's 34-21 win over Kansas on Saturday. http://t.co/9aiGBR4qPb http://t.co/usXP4p83ln
523642639371882497,n,rt sarahrafiqu updat neighbor say woman attack dog earlier today releas from hospit lubbock polic shot kill dog http,http://t.co/T5Es3axwIm,"RT @sarahrafique: UPDATE: Neighbors say woman attacked by dogs earlier today released from hospital. Lubbock police shot, killed dogs http:…"
523642231140671488,n,updat neighbor say woman attack dog earlier today releas from hospit lubbock polic shot kill dog,http://t.co/QB3JfN5PhS,"UPDATE: Neighbors say woman attacked by dogs earlier today released from hospital. Lubbock police shot, killed dogs http://t.co/QB3JfN5PhS"
523630285225594880,y,here slideshow photo from texastech win over kansa saturday lubbock,http://t.co/clhHdnIKe6,Here is a slideshow of photos from #TexasTech's win over Kansas on Saturday in Lubbock. http://t.co/clhHdnIKe6 http://t.co/2SzbZ5f1xq
523623716337369088,y,twitter reaction texa tech win over kansa 34-21,http://t.co/Xf2BXxd68c,Twitter reaction to Texas Tech's win over Kansas 34-21 http://t.co/Xf2BXxd68c
523607426470146048,y,tech hold off late kansa ralli home win 34-21,http://t.co/lsptLBA8HG,"Tech holds off late Kansas rally for home win, 34-21: http://t.co/lsptLBA8HG http://t.co/nDKw6N6mHF"
523579295558430720,n,what new busi doe lubbock have store,http://t.co/YXIzBAngWj,What new businesses does Lubbock have in store? http://t.co/YXIzBAngWj
523533194818101249,n,lubbock polic shoot dog after attack woman,http://t.co/zdl5j4sTta,Lubbock police shoot dogs after attack on woman http://t.co/zdl5j4sTta
523467113717968897,y,espn big 12 blog which true freshmen red raider power rank raider buzz blog,http://t.co/JgrjB6rYBo,ESPN Big 12 blog: Which true freshmen Red Raiders on power rankings? (Raider Buzz blog) ... http://t.co/JgrjB6rYBo
523462312695304192,n,suprem court say texa voter id law can use elect start monday,http://t.co/RRtNNFrewr,Supreme Court says Texas Voter ID law can be used in election starting Monday ... http://t.co/RRtNNFrewr
523449358721622016,y,icymi watch zach smith first dunk showtim krista pirtl blog,http://t.co/lVd1N97H8u,ICYMI: Watch Zach Smith's first dunk at Showtime (Krista Pirtle's Blog) ... http://t.co/lVd1N97H8u
523448245096153088,y,icymi watch robert turner dunk won slam dunk competit krista pirtl blog,http://t.co/sJDNPiUJff,ICYMI: Watch Robert Turner's dunk that won Slam Dunk competition (Krista Pirtle's Blog) ... http://t.co/sJDNPiUJff
523447477815369728,y,icymi watch video tubbi smith take spill showtim krista pirtl blog,http://t.co/8ZKZupkyZq,ICYMI ... Watch video of Tubby Smith taking spill at Showtime (Krista Pirtle's Blog) ... http://t.co/8ZKZupkyZq
523444269273452544,n,j editori board decid endors counti judg race,http://t.co/hh5dY5PiRS,A-J editorial board decides to not endorse in county judge race ... http://t.co/hh5dY5PiRS
526093035797364736,y,follow action cover live see our team insight share your own thought,http://t.co/1XjM28rWxa,Follow the action on Cover It Live on http://t.co/1XjM28rWxa to see our team's insights and share your own thoughts ...
